,text,location,raw_prediction,WER,prediction
337,"Destructive winds and life-threatening storm surge aside, Hurricane #Florence will also produce massive inland rainfall #flooding into next week:",Florence,,1.0, 
338,"Dangerous Hurricane Florence continues to move WEST/NW at around 13 mph way out in the Atlantic Ocean. This storm has the potential to produce major impacts(flooding,storm surge/wind damage & tornadoes) along the southeast Coast from South Carolina to Virginia. Adam Colpack NBC5",Atlantic Ocean South Carolina Virginia,Atlantic South Carolina Virginia,0.4,Atlantic South Carolina Virginia south
339,"Updated: Evacuations for flood prone sections of Hampton Roads, including southern Virginia Beach  #hurricaneflorence #vbgov #paindy",Hampton Roads Virginia,Hampton Virginia,0.3333333333333333,Hampton Virginia
340,"Tampa News South Florida task force gears up to assist in Hurricane Florence rescue efforts - WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",Florida Miami Tampa,Tampa Florida Miami Fort,0.6666666666666666,Florida Fort Miami Tampa fort
341,Nevada Task Force One is deploying a team of 16 water rescue specialists to support first responders in Virginia as Hurricane Florence hurtles toward the east coast. Local firefighters apply to join the task force and receive additional urban search and rescue training. #RJNow,Florence Nevada Virginia,Nevada Virginia,0.3333333333333333,Nevada Virginia
342,5AM Advisory from the National Hurricane Center - Florence still on track for a Thursday night landfall in NC with catastrophic damage near landfall. Serious inland flooding event will unfold. The latest on @wusa9. #Getupdc,NC,NC,1.0,NC nc
343,"Hurricane watch is now in effect from Edisto Beach, SC northward to the NC/VA border including the Albemarle and Pamlico sounds. Storm surge watch is in effect for the same areas, including the Neuse and Pamlico rivers. #tropics #florence #ncwx #scwx",Albemarle Edisto Beach NC Pamlico Pamlico rivers SC VA,Ed ##ist ##o Beach SC NC VA Al ##be ##mar ##le Pam ##lic ##o N ##eus ##e Pam ##lic ##o,0.4444444444444444,Albemarle Edisto Beach NC Neuse Pamlico SC VA nc sc
344,5am Forecast for Category 4 Hurricane Florence. Track remains basically unchanged. Flooding after landfall a huge threat.,Florence,,1.0, 
345,"BREAKING: Hurricane watches issued for areas along the East Coast as Cat. 4 Florence approaches:  -- We’ll show you the new timing, NOW on Channel 2",Florence,,1.0, 
346,"As Hurricane Florence Threatens the Carolinas, 1 Million Ordered to Evacuate -  - ATLANTA — As Hurricane Florence gained muscle over the Atlantic Ocean on Monday and sped toward the shores of North and South Carolina, government officials in both state",ATLANTA South Carolina,Carolina ##s AT ##LA ##NT ##A South Carolina,0.3333333333333333,ATLANTA Carolinas South Carolina
347,Volunteers with the St. Louis Red Cross are heading to the Carolinas to help with relief efforts as #HurricaneFlorence approaches the coast. They’ll leave at 10 a.m. today @AbbyLlorico will be interviewing them live on @ksdknews #TISL about how they’ll be assisting,Carolinas St. Louis,St . Louis Carolina ##s,1.6666666666666667,. . Louis Carolinas St st
348,"Town of Fuquay-Varina met today to discuss emergency operations plans. For updates regarding the Town during Hurricane Florence, we will push info on Facebook, Next Door and Twitter. Also check our website at .",Hurricane Florence,Fu,1.0,Fu
349,Life-threatening flooding expected in parts of Virginia as Hurricane Florence forecasted to stall over state later this week.,Florence Virginia,Virginia,0.5,Virginia
350,"Tennessee Task Force Type 3 Team Deployment to Virginia The Federal Emergency Management Agency (FEMA) requested Tennessee Task Force Type 3 Search and Rescue Team to standby at the military base, Fort A.P. Hill, Bowling Green, Virginia in the wake of Hurricane Florence.",Tennessee Virginia,Tennessee Virginia Tennessee Bowling Virginia,0.5,Bowling Tennessee Virginia
351,Pet friendly hotels/evacuation shelters nation wide bringfido  #HurricaneFlorence #Florence #NorthCarolina #SouthCarolina #Virginia #NC #SC #VA,NC NorthCarolina SC SouthCarolina VA Virginia,North ##C ##aro ##lina South ##C ##aro ##lina Virginia NC SC VA,0.3333333333333333,NC NorthCarolina SC SouthCarolina VA Virginia nc va
352,"Hurricane Florence donations needed today! Items can be dropped off Tuesday morning at Bailey Coach from 8:00 am-Noon. The address is 55 South Fayette St, York, PA 17404. For more details go to the @abc27News website:","55 South Fayette St, York, PA 17404 Bailey Coach Florence","Coach 55 South Faye ##tte St , York , PA 1740 ##4",0.6,55 South Fayette Coach PA 17404 South Fayette St York
353,"Brace yourselfs Marylanders for Hurricane Florence. Maximum rainfall amounts above 30 inches. Floods could occur that have already had copious amounts of rain this summer and cant absorb much more including Virginia, Maryland, Delaware and West Virginia.",Delaware Maryland Virginia West Virginia.,Virginia Maryland Delaware West Virginia,0.2,Delaware Maryland Virginia West Virginia
354,"WRIGHTSVILLE BEACH, N.C. - A mandatory evacuation for residents and visitors was issued Monday for Hatteras Island communities and Dare County ahead of Hurricane Florence.",Dare County Hatteras Island N.C. WRIGHTSVILLE BEACH,B N . C . Hat ##tera ##s Island Dare County,0.4285714285714285,B Dare County Hatteras Island N.C.
355,Florence nears Category 5 #Hurricane as millions prepare to evacuate coastal areas.  via @thetandd,Florence,,1.0, 
356,"#Florence has weakened slightly w/ winds down to 130 mph, but will likely intensify. A #Hurricane watch has been issued for Edisto Beach north to the NC-VA border, w/ the possibility of life-threatening inundation from rising water moving inland. #FlorenceSC #scwx #scnews",Edisto Beach NC VA,Ed ##ist ##o Beach NC VA,0.25,Edisto Beach NC VA nc
357,"VA- ZONE A is evacuating right now (blue areas on the map Hampton Roads & Eastern Shore 245,000 people). NC- Outbanks and Ocracoke Island also evacuating. #hurricaneflorence #nbc12",Hampton NC- Ocracoke,NC O ##c ##rac ##oke Island,1.3333333333333333,NC Ocracoke Island nc
358,"ON DAYBREAK TOMORROW: Evacuations in Beaufort, Jasper, and Colleton Counties begin at noon Tuesday. I’ll have a check of the roads and a look at available shelters. See you in the AM! #HurricaneFlorence #SCWX",Beaufort Jasper,Beaufort Jasper Col ##leton,0.5,Beaufort Colleton Jasper
359,.@breakingweather director reports #LIVE on @CheddarBigNews the damage from #HurricaneFlorence is currently estimated around $30 Billion dollars and could grow as the storm prepares to slam East Coast.,East Coast,,1.0, 
360,"Rainbow over Atlantic Beach, NC even as a mandatory evacuation is underway there. #HurricaneFlorence",Atlantic Beach NC,Atlantic Beach NC,0.3333333333333333,Atlantic Beach NC nc
361,"WEATHER ALERT: In anticipation of Hurricane Florence we will rebook customers traveling to/from impacted areas after 8 p.m. on Sept. 12, or anytime on Sept. 13-14 at no cost. Please see the full list of impacted locations and more details here:",Hurricane Florence,,1.0, 
362,This one cup trick can help determine if the food in your refrigerator has gone bad from a power outage #HurricaneFlorence #Hurricane #Florence,Florence,,1.0, 
363,"Due to mandatory evacuations as Hurricane Florence makes her way to the Carolinas, we will be closing the Club at 2:00 p.m. today. We will be serving lunch as usual. We will remain closed until further notice,",the Carolinas,Carolina ##s,0.5,Carolinas
364,"Remarkable data, for region to be affected by Hurricane Florence: 1940: 792,871 homes 2018: 11,301,776 homes Nice work @StephenMStrader ⬇️",Florence,,1.0, 
365,"As we prepare for Hurricane Florence, please start making your evacuation plan if necessary: planning a route, filling prescriptions you need, boarding up properties, and stocking up on provisions.",Hurricane Florence,,1.0, 
366,Governor Northam has issued mandatory evacuations for some areas of eastern VA. Be sure to follow @VDEM for the latest on #Florence and pay attention to local media for the latest information.,VA,VA,1.0,VA va
367,"In preparation for #HurricanceFlorence and evacuation notices for coastal #NC counties, @VisitGreenville will be updating #GreenvilleNC & #PittCounty hotel/motel availability this week here:",NC,NC,1.0,NC nc
368,ἰ0὎2 #HurricaneFlorence #Flooding Inland Ὂ5#NorthCarolina  has an excellent App὏1 Ὂ5Includes valuable ℹ⤵ #Resources #Shelters #Evacuation #MakeAPlan #RoadClosures #Updated weather #StayInformed ❣ #DisasterAssistTeam,Ὂ5#NorthCarolina,North ##C ##aro ##lina,1.0,NorthCarolina
369,"#HurricaneFlorence #FlorenceNC Wilmington shelters, one pet friendly (Trask Middle School 2900 North College Rd). Do not leave dogs, cats, other animals behind! Also see  to find pet friendly motels.",Trask Middle School 2900 North College Rd Wilmington,Wilmington T ##ras ##k Middle School 290 ##0 North College Rd,1.125,2900 North College Middle School 2900 North College Rd School 2900 North Trask Middle School Wilmington
370,Hurricane Florence is setting to be one of the worst storms in US history. Even here in WV the governor has issued a State of Preparedness due to flooding from heavy rains. Are you and your family prepared? #insurance #hurricane,US,US W ##V,1.0,US WV
371,Many thanks to the govt employees in the weather service and emergency management working over time on #HurricaneFlorence. And many thanks to the Natl Guard and First Responders in advance. We appreciate you here in NC.,NC,NC,1.0,NC nc
372,"Classes are canceled today after 12:30 p.m. Due to the potential for significant flooding, the University is issuing a mandatory evacuation for all students. NSU will close at 5:00 p.m. #hurricaneflorence #nsualerts",University,,1.0, 
373,One of the clearest and most devastating impacts of climate change has been the dramatic amplification of damage done by hurricanes/tropical cyclones. Run down of the #climatechange science for #Florence here:,Florence,,1.0, 
374,"JMU is taking measures to prevent flooding on campus from Hurricane Florence, including lowering the level of Newman Lake.",Newman Lake,Newman,0.5,Newman
375,Latest on #Florence -- Still a Category 4 #Hurricane targeting Carolina Coast. Some strengthening today and early Thursday. Coastal residents should heed local officials and #evacuate if ordered!! Latest:,Carolina Coast,Carolina,0.5,Carolina
376,RT @StratSentinel: Marines stationed at Paris Island will begin emergency evacuations today ahead of #HurricaneFlorence,Paris,Paris Island,1.0,Paris Island
377,Red Cross volunteers from Northeastern PA head south to help residents who may be impacted by Hurricane Florence. -Eyewitness News. @wbrewyou,PA,PA,1.0,PA pa
378,#THISMORNING - Crews from @insideFPL will head to S.C. and N.C. to help restore power after Hurricane Florence. They’re part of a mutual aid agreement w/ power companies from across the country that helped restore power to millions in FL after Irma. @WPBF25News #HurricaneFlorence,FL N.C. S.C.,S . C . N . C . FL,2.0,. C FL Fl N.C. S c s
379,Governor Cooper announces he is issuing mandatory state evacuation for NC barrier islands. Urges residents to obey local evacuation orders. #HurricaneFlorence,NC,NC,1.0,NC nc
380,"Our Rescue team deployed late last night to SC in the wake of #HurricaneFlorence to help evacuate shelter pets to safety. Please make an emergency gift to help us provide lifesaving resources to animals in need of rescue, shelter, and urgent care.",SC,SC,1.0,SC sc
381,"HELP NEEDED: McKamey Animal Center is preparing for animal evacuees from Hurricane Florence to arrive. To make room, they are asking people to adopt or foster their current animals.",McKamey Animal Center,M ##c ##K ##ame ##y Animal Center,0.3333333333333333,McKamey Animal Center animal
382,Onslow County orders mandatory evacuations #NorthCarolina #Wilmington #Columbia #OuterBanks #TyrrellCounty #JonesCounty #HydeCounty #NC #JonesCounty #CEDRdigital #HurricaneFlorence,Columbia HydeCounty JonesCounty NC NorthCarolina Onslow County TyrrellCounty Wilmington,On ##slow County North ##C ##aro ##lina Wilmington Columbia Ty ##rrell ##C ##ou ##nt ##y Jones ##C ##ou ##nt ##y Hyde ##C ##ou ##nt ##y NC Jones ##C ##ou ##nt ##y,0.1111111111111111,Columbia HydeCounty JonesCounty NC NorthCarolina Onslow County TyrrellCounty Wilmington nc
383,.@NC_Governor Cooper: We have mapped areas to help local governments know where flooding will be. Shelters will be located on higher ground for people to evacuate to. #ncwx #FlorenceNC #HurricaneFlorence,FlorenceNC,,1.0, 
384,"ALERT: BMS will once again open its campgrounds to hurricane evacuees beginning today, Sept. 11, at 1 p.m. Evacuees may call toll free 866.415.4158 for more information. Our thoughts and prayers continue to be with those in the path of Hurricane Florence.",Florence,,1.0, 
385,"The mayor of Washington, D.C., has declared a state of emergency as the nation’s capital prepares for heavy rains, flooding and power outages related to Hurricane Florence.","Washington, D.C.","Washington , D . C .",1.0,D.C. Washington
386,"Charleston County is not operating any shelters for #Florence. Dorchester County is now operating a pet-friendly shelter at DuBose Middle School (1005 Dubose School Rd.), which opened Tuesday at noon. #chsnews",Charleston County Dorchester County,Charleston County Do ##rch ##ester County Middle,0.25,Charleston County Dorchester County Middle
387,Here’s why Beaufort didn’t reverse highways when SC Gov called for Hurricane Florence evacuation,SC,Beaufort SC,1.0,Beaufort SC
388,#DoYouKnow how to #prepare a #Sandbag #Levee? Learn how by watching the video at  #Sandbags #Floods #Flooding #Hurricane #Florence #Tornado #Flooded #FloodWater #SandbagUsage #JITDT #FloodWall #FloodBarrier #Levees #FloodSafety #FloodProtection #JITDT #NC,Florence,,1.0, 
389,RT @Ryan11Alive: Now Charlotte Motor Speedway has opened up its campground for #Florence evacuees. #11Alive,Charlotte Florence,Charlotte,0.5,Charlotte
390,"Whoa. Craven County (includes New Bern, isnt a county with beachfront areas) has ordered a mandatory evacuation #HurricaneFlorence",New Bern Whoa. Craven,Who ##a . Craven County New Bern,1.25,. Craven County New Bern Whoa county
391,Red Cross Deploys Three from Northwestern Pennsylvania to Assist with Hurricane Florence Relief Effort,Northwestern,Pennsylvania,1.0,Pennsylvania
392,"Carolina #animals, #pets groups & orgs. Prepare for #Hurricane. Important #Resources, #animalshelters #shelters,  #HurricaneFlorence prep #Emergency evacuation. #Mayors #SC #NC #Wilmington #OuterBanks #Raleigh #FEMA #Governors",NC Raleigh SC Wilmington,Carolina SC NC Wilmington Raleigh,0.5,Carolina NC Raleigh SC Wilmington nc
393,"How South Carolina will help the families of players affected by Hurricane Florence: How South Carolina will help the families of players affected by Hurricane Florence Sept. 11, 2018 As questions linger about Hurricane Florence’s impact on South",South Carolina,South Carolina South Carolina,0.5,South South Carolina
394,#HurricaneFlorence update: Knightdale High School has been identified as a shelter for people evacuating from the coast. Wake County Emergency Management officials are in the planning stages of opening up shelters to others. An announcement is expected within 24 hours. (1/2),Knightdale High School,Knight ##dale High School Wake County,0.6666666666666666,Knightdale High School Wake County
395,#Prithviraj100 #Koode Final Kerala gross 25.95cr apprx ROI 6 cr approx GCC 4.20cr approx US+UK+ROW 4cr approx Total WW gross 40cr approx #BLOCKBUSTER 3rd Biggest grosser behind #AbrahaminteSanthathikal #Aadhi #Prithviraj 4th biggest Hit #KeralaFloods severely affected movie,Kerala,Kerala US UK,2.0,Kerala UK US
396,"Right now, the concern for flooding rain is focused along the coast. As #Florence stalls and spins, much of that rain will pinwheel inland. The southern Sandhills seems a prime spot for heavy, prolonged rainfall.",Florence Sandhills,Sand ##hill ##s,0.5,Sandhills
397,#Florence is bringing evacuees here to Bham.,Florence,,1.0, 
398,"LISTEN: @BillHemmer spoke with Mayor of Wilmington, NC @MayorBillSaffo about evacuations ahead of Hurricane Florence #nine2noon",NC Wilmington,Wilmington NC,0.5,NC Wilmington nc
399,RT @BucklesandBulls: #Florence volunteers from across America will be there for you Carolinas!,America Florence,,1.0, 
400,"With a southerly track, storm surge will be devastating along and east of the track with hurricane-force winds within 50 miles of the coast. Inland, tropical storm conditions and flooding may lead to weaker trees and more power outages. #Florence",Florence,,1.0, 
401,From @UPS: Hurricane Florence Evacuations Impacting Areas of the East Coast.,East Coast,,1.0, 
402,"@fema & @vdem messaging cropping up in @cityofhampton ahead of #Florence, forecast to result in catastrophic coastal/inland flooding. Heed signs and guidance from local official sand do not drive around barricades, or through high water please #HurricaneFlorence #WednesdayWisdom",Florence,##hampton,1.0,hampton
403,Ὂ5PREPARE FOR AN EVACUATION THREADὊ5 #HurricaneFlorence #SouthCarolina #NorthCarolina #Virginia #VirginiaBeach #Georgia #Maryland BELOW ARE GUIDES FOR EVACUATION PREPAREDNESS - SOME ARE HURRICANE OR HIGH WIND SPECIFIC!! Ὂ5#HeroesResist WILL RELAY SOS TWEETS 2 RESPONDERSὊ5!!,Georgia Maryland NorthCarolina SouthCarolina Virginia VirginiaBeach,South ##C ##aro ##lina North ##C ##aro ##lina Virginia Georgia Maryland,0.1666666666666666,Georgia Maryland NorthCarolina SouthCarolina Virginia
404,"To help residents, businesses & emergency personnel stay connected during #HurricaneFlorence, we’ve opened up more than 120,000 Xfinity WiFi hotspots across the Beltway Region for customers and non-customers alike:",Beltway,,1.0, 
405,"Our Regional CEO, Guy Triano, packed his bags and deployed to #SouthCarolina today as part of #HurricaneFlorence prep. More than 700 #disaster workers are in route to the regions to help, including more than two dozen from East PA. #WednesdayWisdom",PA SouthCarolina,South ##C ##aro ##lina PA,0.5,PA SouthCarolina pa
406,Charleston Roads!!! #CharlestonSC #florence #hurricaneflorence #Charlestonroads #hwypatrole #charlestonpolice #NCPD #oceanlife #saltlife #beachlifeἳ4ἱEἰAἼ4ὄCὈ1ὁ5,Charleston,Charleston,1.0,Charleston charleston
407,"ATTENTION! To all those being evacuated due to Hurricane Florence, our shelters are accepting young people who are fleeing hurricane evacuation zones. Please share this message to spread the word!",Florence,,1.0, 
408,Trump redirected $10 Million of money budgeted for FEMA to ICE.  Answer me a question: who do you think will do more damage to America tomorrow? Hurricane Florence? Or illegal immigrants? 1/,America,,1.0, 
409,"Thousands of people in Puerto Rico + the Virgin Islands are still recovering from Hurricane Marias devastation and Trumps racist disregard for Black, Brown, and Latinx communities. Today, millions are evacuating before Hurricane Florence makes landfall in the Carolinas.",Puerto Rico Virgin Islands the Carolinas,Puerto Rico Virgin Islands Carolina,0.5,Carolina Puerto Rico Virgin Islands
410,"The NY-TF1 team is currently staged in Kinston, North Carolina with additional US&R teams and resources in support of Hurricane Florence response efforts.",North Carolina,Ki ##nst ##on North Carolina,0.5,Kinston North Carolina
411,"Officials in Virginia Beach are scaling back sheltering operations as predictions show #hurricaneflorence moving southward, but they’re warning residents to keep an eye on the forecast as messages from emergency managers.",Virginia Beach,Virginia,0.5,Virginia
412,"Foreign Ministry WARNING to Israelis in #Florence’s Path: #HurricanceFlorence is a life-threatening storm. If you are on the coast, EVACUATE NOW! This storm is like a bomb - extreme winds and water can kill you. #Hurricane #FEMA #Israel #Jewish #SouthCarolina #NorthCarolina",NorthCarolina SouthCarolina,Israel South ##C ##aro ##lina North ##C ##aro ##lina,0.5,Israel NorthCarolina SouthCarolina
413,὎3A reminder to donate blood to help supply those in need along the eastern seaboard affected by hurricane Florence. @bloodcenters thanks for calling to remind me I can help! We all can! Ὁ5,Florence,,1.0, 
414,Storm Surge is a big concern as #NC braces for #HurricaneFlorence. This is a look at past levels at the Wrightsville Beach Museum. Surge from #Florence could be up to 13 feet in some areas. Surge during Hurricane Hazel was 17 feet. ὏8: Jarred Hill ὏7:,NC Wrightsville Beach Museum,NC Wright ##sville Beach Museum,0.25,NC Wrightsville Beach Museum nc
415,@OCNCGOV Great food safety resource to prepare for Hurricane Florence from NC State Extension #FlorenceFoodSafety #NCDisasters,NC,NC,1.0,NC nc
416,"#RedCross is opening shelters in @CLTgov for evacuees: East Mecklenburg HS, South Mecklenburg HS, North Mecklenburg HS, Olympic HS. Ardrey Kell HS opens at 4p today. #cltnews #florence #ncnews #ncwx",East Mecklenburg HS Mecklenburg North Mecklenburg,East Mecklenburg H ##S Mecklenburg H North Mecklenburg H,0.6666666666666666,East Mecklenburg HS HS Mecklenburg HS North Mecklenburg H h
417,Tips on evacuating & animals for #Florence: ὓ8The Americans with Disability Act requires hotels & shelters to allow service animals. ὓ8Hotels dont have to accept pets. Not all shelters accept pets. Plan ahead accordingly. ὓ8More:,Florence,,1.0, 
418,"#HurricaneFlorence could hit the US tomorrow and Pitts Alexis Kwasinski believes it could leave millions without power for weeks. Kwasinski knows how destructive they can be: He surveyed the damage from hurricanes in Florida, Texas & Puerto Rico in 2017:",Florida Puerto Rico Texas,US Florida Texas Puerto Rico,0.25,Florida Puerto Rico Texas US
419,WANTED: In need Cat food (Jamaica Ave & Pennsylvania Ave) @  #trashnothing,Jamaica Ave Pennsylvania Ave,Pennsylvania,0.75,Pennsylvania
420,"How an app developer rescued 37,000 hurricane victims – and is ready to help with Florence",Florence,,1.0, 
421,"During hurricane Florence, a lot of citizens will be leaving pets, maybe by choice or not. The people are important, but also these animals. These animals live for us, we are everything to them. Please save them #HurricanceFlorence",Florence,,1.0, 
422,"A few friends, co-workers and I are on stand byfor relief for #HurricaneFlorence. ▪I am doing my part to help fellow Americans in #NorthCarolina. ▪Im in Nashville. Waiting for #Florence to hit. #HelpingOthersInNeed #HurricaneFlorence",Florence Nashville NorthCarolina,North ##C ##aro ##lina Nashville,0.3333333333333333,Nashville NorthCarolina
423,"#BREAKING Parts of Hampton Roads, OBX under tropical storm warning as #Florence nears landfall in the Carolinas as Category 2 hurricane.",Carolinas,Hampton Carolina ##s,1.0,Carolinas Hampton
424,WATCH: Updated track on Hurricane Florence. Were still expecting major flooding winds and power outages. Were live all morning on News 3 This Morning:  #hurricaneflorence,Hurricane Florence,,1.0, 
425,RT news6wkmg: RT MarkLehman6: Dangerous beach conditions remain in Volusia County as thousands from the Carolinas are flooding into our area. We’re hearing from some of those evacuees this morning on #News6.,Volusia County,Vol ##us ##ia County Carolina ##s,0.5,Carolinas Volusia County
426,Hurricane Florence outer bands seen on radar. Florences max sustained winds are at 110 mph. More important than wind hazards are the storm surge and inland flooding hazards associated with Florence. #tropicalweather #Florence2018,Florence Florences,Florence Florence,0.5,Florence
427,"As residents evacuate to the west, linemen head toward the coast for Hurricane Florence. #HurricaneFlorence #hurricane #florence #columbia #columbiasc #evacuate #linemen #helpisontheway",columbia,co ##lum,1.0,colum
428,"Breaking: At least 1K people may needlessly die in the aftermath of #Florence as the US govt fails to help those in need. Hold on, were getting new information Correction: The US govt does intend to respond this time because white people with voting rights will be affected.",US,US US,1.0,US us
429,"Devastating flooding, storm surge, destructive winds, and even brief tornadoes are all threats in the Carolinas from Hurricane #Florence. Heres the latest:  #ncwx @SpecNewsRDU @SpecNewsILM",the Carolinas,Carolina ##s,0.5,Carolinas
430,Emergency workers from East Tennessee this morning heading over to South Carolina to assist during and after hurricane Florence,East Tennessee South Carolina,Tennessee South Carolina,0.75,South Carolina Tennessee
431,"Dont walk, swim or drive through floodwater. Just six inches of fast-flowing water can knock you over and two feet will float a car.#Hurricane #Florence #Flood",Florence,,1.0, 
432,"Excellent point made. I remember being inundated with rain when Ike came through my area (Im in NW IN). Although well inland, I still had close to 8 of rain which produced record flooding. Do not take Florence likely folks! If told to evacuate, get out! You see what Harvey did.",IN,IN,1.0,IN in
433,"If you are a volunteer considering deploying to NC and SC, PLEASE CONTACT THIS ORG. Do not just show up. In NC, . They will help you get to where you are needed the most. (Voluntary Organizations Active in Disasters) #HurricaneFlorence #HurricaneFlorenceNC",NC SC,NC SC NC,0.5,NC SC nc
434,Good morning from #Wilmington. County officials say a 76-person urban search and rescue team will stage here ahead of #Florence @FOX46News,Wilmington,Wilmington County,1.0,County Wilmington
435,".@NC_Governor Cooper: Download the ReadyNC app for mobile updates and dial 2-1-1 with any questions about shelters, evacuation routes, etc. #ncwx #florencenc #HurricaneFlorence #preparenow",florencenc,,1.0, 
436,"Giving Back: A segment of Americans will rise to the call this week in donating soiled blankets, single shoes and canned lima beans to local #Florence relief drives. #GivingDay #VirtueSignalling",lima,,1.0, 
437,"Thanks, Virginia! Free water at rest stops along evacuation routes. #virginia#virginiaisforlovers #i64 #caringforcitizens #zonea #mandatoryevacuation @ Virginia Welcome Center at New Kent",Virginia,Virginia Virginia,1.0,Virginia virginia
438,"5 PM EDT, Hurricane Florence: Category 2; maximum sustained winds at 100 mph, BUT the threat is far from better than a Category 5! GFS totals show areas receiving 44.12 inches of rain which is 3.7 feet tall! #stormsurge #majorflooding #takethisseriously #HurricaneFlorence",Florence,,1.0, 
439,"There is a domestic violence shelter in the Appalachian mountains that has space for domestic violence victims fleeing from #Florence on the NC coast. The shelter can accommodate large families, people w/ disabilities, and is LGBQT+ friendly. DM me for more info. PLS RT ὤF",Appalachian mountains Florence NC,Appalachian NC,0.75,Appalachian NC nc
440,"#Florence remains a Cat 2 hurricane, centered 110 mi east of #WilmingtonNC. Forward motion has slowed; landfall is not until Friday morning. Coastal areas will see a LOT of #StormSurge over multiple high tides, and dump a LOT of rain over the same areas. @UMiamiRSMAS",Florence,,1.0, 
441,# SC REFUSES TO #EVACUATE #INMATES IN #MANDATORY EVACUATION AREAS AS #HURRICANE #FLORENCE THREATENS #DISASTER ! @TheRoot @TheFive @foxnews @seanhannity @BretBaier @GovMikeHuckabee @IngrahamAngle @TuckerCarlson @JaySekulow @jaredkushner @POTUS,FLORENCE,,1.0, 
442,#Florence #Isaac & #Helene are reminders that we are now in the peak of hurricane season. Make sure you and your family are prepared! Have a plan & an emergency supply kit ready to go ahead of time. See our checklist at,Florence,,1.0, 
443,Donations for shelter victims can be dropped off at the Wake County Emergency Services Education Center at 221 S. Rogers Lane in Raleigh. Personal hygiene items are in highest demand. #HurricaneFlorence,Wake County,Wake County Raleigh,0.5,Raleigh Wake County
444,"#Florences expected rain in Southeastern coastal North Carolina into far northeastern South Carolinaan additional 20 to 25 inches, with isolated storm totals of 30 to 40 inches. This rainfall will produce catastrophic flash flooding and prolonged significant river flooding.",North Carolina South Carolinaan,North Carolina South Carolina,0.75,North Carolina South South Carolina north
445,"The mayor of #NewBern, #NorthCarolina said there hasn’t been flooding like this since 1954, with #Hurricane #Hazel. Currently, 150 people on the 2nd floors and roofs of their homes, awaiting water rescue. This area had a mandatory evacuation order. #Florence #HurricaneFlorence",NorthCarolina,New North ##C ##aro ##lina,1.0,New NorthCarolina
446,USDA Offers Food Safety Tips for Areas Affected by Hurricane Florence,Hurricane Florence,,1.0, 
447,RT @theobserver: Want to help Hurricane Florence victims? Here are groups seeking donations.,Florence,,1.0, 
448,"HURRICANE FLORENCE: - Max winds: 90 MPH - Eye 25 miles east of Wilmington, NC -275,000 without power in NC - 150+ trapped, awaiting rescue in New Bern, NC - NHC says catastrophic flooding expected in NC/SC",NC New Bern SC Wilmington,Wilmington NC NC New Bern NC NC SC,0.2,NC New Bern SC Wilmington sc
449,"RT @ABC: Cajun Navy mobilizes volunteers, boats to Carolinas ahead of Hurricane #Florence.",Cajun Navy Carolinas,Carolina,1.0,Carolina
450,"BREAKING: After reaching out to a citizen of New Bern, NC, she told us that people who are currently waiting to be rescued said they saw floating bodies in the water. #HurricaneFlorence #NewBern #NorthCarolina",NC New Bern NewBern NorthCarolina,New Bern NC North ##C ##aro ##lina,0.8,Bern NC New New Bern NorthCarolina nc
451,"Update: No significant issues @DukeU as we start the day. Strong wind gusts, but no significant tree damage around @DukeHealth or university campus. Teams will work through the day and night. Stay safe. @DukeGradSchool @Duke_SA @DukeStudents #Florence",Florence,,1.0, 
452,"Family is in trouble at 226 Attmore Drive in New Bern first floor breached, family is in their attic asking for rescue. It is too dangerous for responders at this time. #NewBern #NorthCarolina #WaterRescue #Florence #flooding",NorthCarolina,New Bern North ##C ##aro ##lina,4.0,Bern New New Bern NorthCarolina
453,"At 4:00 AM EDT, 2 ESE Harkers Island [Carteret Co, NC] PARK/FOREST SRVC reports HURRICANE. CAPE LOOKOUT NATIONAL SEASHORE VISITORS CENTER. LOTS OF TREE DAMAGE, DEBRIS, AND POWER LINES DOWN ACROSS THE ISLAND. REPORTS OF MAJOR FLOODING ON ALL ACCESS ROA",Harkers Island NC,Ha ##rk ##ers Island ##et IS ##LA ##ND,0.6666666666666666,Harkers ISLAND Island
454,"Florence is now Cat 1, with storm surge (up to 13″) and flooding (up to 40″ of rainfall) that will bring devastation to the Carolina coast and inland, too. Making landfall sometime this morning near Wilmington, NC. Expect little to no influence on our area. #HurricaneFlorence",Carolina coast NC Wilmington,Carolina Wilmington NC,0.5,Carolina NC Wilmington nc
455,"Before the landfall of Hurricane Florence, the City of Leland, NC has use its emergency powers to suspend gun sales and #2A rights for the town’s citizens (outside of their homes)",Leland NC,Le ##land NC,0.5,Leland NC nc
456,"Pennsylvania sends troops, water rescue team to S.C. for Hurricane Florence help",Pennsylvania,Pennsylvania S . C,6.0,. C Pennsylvania s S c s
457,"Officials: Hurricane coming! Evacuate! Some Residents: Pssh. Whatever. Hurricane: SMASH Some Residents: OMG! Theres wind, rain and water everywhere! Why isnt someone coming to help us? Officials: ᾒ6‍♂️ Well do everything we can to help. #Hurricane #Florence #FirstResponders",Florence,,1.0, 
