,text,location,raw_prediction,WER,prediction
372,"ATTENTION! To all those being evacuated due to Hurricane Florence, our shelters are accepting young people who are fleeing hurricane evacuation zones. Please share this message to spread the word!",Florence,,1.0, 
373,Trump redirected $10 Million of money budgeted for FEMA to ICE.  Answer me a question: who do you think will do more damage to America tomorrow? Hurricane Florence? Or illegal immigrants? 1/,America,,1.0, 
374,"Thousands of people in Puerto Rico + the Virgin Islands are still recovering from Hurricane Marias devastation and Trumps racist disregard for Black, Brown, and Latinx communities. Today, millions are evacuating before Hurricane Florence makes landfall in the Carolinas.",Puerto Rico Virgin Islands the Carolinas,Puerto Rico Virgin Islands Carolina,0.8333333333333334,Carolina Islands Puerto Rico Virgin
375,"The NY-TF1 team is currently staged in Kinston, North Carolina with additional US&R teams and resources in support of Hurricane Florence response efforts.",North Carolina,Ki ##nst ##on North Carolina,1.5,Carolina Kinston North
376,"Officials in Virginia Beach are scaling back sheltering operations as predictions show #hurricaneflorence moving southward, but they’re warning residents to keep an eye on the forecast as messages from emergency managers.",Virginia Beach,Virginia,0.5,Virginia
377,"Foreign Ministry WARNING to Israelis in #Florence’s Path: #HurricanceFlorence is a life-threatening storm. If you are on the coast, EVACUATE NOW! This storm is like a bomb - extreme winds and water can kill you. #Hurricane #FEMA #Israel #Jewish #SouthCarolina #NorthCarolina",NorthCarolina SouthCarolina,Israel South ##C ##aro ##lina North ##C ##aro ##lina,0.5,Israel NorthCarolina SouthCarolina
378,὎3A reminder to donate blood to help supply those in need along the eastern seaboard affected by hurricane Florence. @bloodcenters thanks for calling to remind me I can help! We all can! Ὁ5,Florence,,1.0, 
379,Storm Surge is a big concern as #NC braces for #HurricaneFlorence. This is a look at past levels at the Wrightsville Beach Museum. Surge from #Florence could be up to 13 feet in some areas. Surge during Hurricane Hazel was 17 feet. ὏8: Jarred Hill ὏7:,NC Wrightsville Beach Museum,NC Wright ##sville Beach Museum,1.0,Beach Museum NC Wrightsville
380,"#RedCross is opening shelters in @CLTgov for evacuees: East Mecklenburg HS, South Mecklenburg HS, North Mecklenburg HS, Olympic HS. Ardrey Kell HS opens at 4p today. #cltnews #florence #ncnews #ncwx",East Mecklenburg HS Mecklenburg North Mecklenburg,East Mecklenburg H ##S Mecklenburg H North Mecklenburg H,0.3333333333333333,East HS Mecklenburg North
381,Tips on evacuating & animals for #Florence: ὓ8The Americans with Disability Act requires hotels & shelters to allow service animals. ὓ8Hotels dont have to accept pets. Not all shelters accept pets. Plan ahead accordingly. ὓ8More:,Florence,,1.0, 
382,"#HurricaneFlorence could hit the US tomorrow and Pitts Alexis Kwasinski believes it could leave millions without power for weeks. Kwasinski knows how destructive they can be: He surveyed the damage from hurricanes in Florida, Texas & Puerto Rico in 2017:",Florida Puerto Rico Texas,US Florida Texas Puerto Rico,0.25,Florida Puerto Rico Texas US
383,WANTED: In need Cat food (Jamaica Ave & Pennsylvania Ave) @  #trashnothing,Jamaica Ave Pennsylvania Ave,Pennsylvania,0.75,Pennsylvania
384,"How an app developer rescued 37,000 hurricane victims – and is ready to help with Florence",Florence,,1.0, 
385,South Carolina shelter pets evacuate to the Treasure Coast ahead of #HurricaneFlorence,South Carolina,South Carolina,1.0,Carolina South
386,"San Juans mayor blasts Trump for touting his administrations disastrous response to Hurricane Maria: If he thinks the death of 3,000 people [is] a success God help us all.",San Juans,San Juan ##s,1.0,Juans San
387,"During hurricane Florence, a lot of citizens will be leaving pets, maybe by choice or not. The people are important, but also these animals. These animals live for us, we are everything to them. Please save them #HurricanceFlorence",Florence,,1.0, 
388,"A few friends, co-workers and I are on stand byfor relief for #HurricaneFlorence. ▪I am doing my part to help fellow Americans in #NorthCarolina. ▪Im in Nashville. Waiting for #Florence to hit. #HelpingOthersInNeed #HurricaneFlorence",Florence Nashville NorthCarolina,North ##C ##aro ##lina Nashville,0.3333333333333333,Nashville NorthCarolina
389,"#BREAKING Parts of Hampton Roads, OBX under tropical storm warning as #Florence nears landfall in the Carolinas as Category 2 hurricane.",Carolinas,Hampton Carolina ##s,1.0,Carolinas Hampton
390,Those sheltered at Trask Middle School without pets are being asked to move to Codington Elementary to open more spaces up for neighbors seeking shelter with pets. Transportation will be provided to those who volunteer to move. #HurricaneFlorence,Codington Elementary Trask Middle School,T ##ras ##k Middle School Co ##dington Elementary,0.4,Codington Elementary Middle School Trask
391,One of the first threats to impact eastern North Carolina will be isolated tornadoes as the outer bands of #HurricaneFlorence begin to make their way onshore throughout the day. #ncwx #Tornado,North Carolina,North Carolina,1.0,Carolina North
392,WATCH: Updated track on Hurricane Florence. Were still expecting major flooding winds and power outages. Were live all morning on News 3 This Morning:  #hurricaneflorence,Hurricane Florence,,1.0, 
393,RT news6wkmg: RT MarkLehman6: Dangerous beach conditions remain in Volusia County as thousands from the Carolinas are flooding into our area. We’re hearing from some of those evacuees this morning on #News6.,Volusia County,Vol ##us ##ia County Carolina ##s,0.5,Carolinas Volusia County
394,Hurricane Florence outer bands seen on radar. Florences max sustained winds are at 110 mph. More important than wind hazards are the storm surge and inland flooding hazards associated with Florence. #tropicalweather #Florence2018,Florence Florences,Florence Florence,0.5,Florence
395,"As residents evacuate to the west, linemen head toward the coast for Hurricane Florence. #HurricaneFlorence #hurricane #florence #columbia #columbiasc #evacuate #linemen #helpisontheway",columbia,co ##lum,1.0,colum
396,"Devastating flooding, storm surge, destructive winds, and even brief tornadoes are all threats in the Carolinas from Hurricane #Florence. Heres the latest:  #ncwx @SpecNewsRDU @SpecNewsILM",the Carolinas,Carolina ##s,0.5,Carolinas
397,Emergency workers from East Tennessee this morning heading over to South Carolina to assist during and after hurricane Florence,East Tennessee South Carolina,Tennessee South Carolina,0.75,Carolina South Tennessee
398,"Dont walk, swim or drive through floodwater. Just six inches of fast-flowing water can knock you over and two feet will float a car.#Hurricane #Florence #Flood",Florence,,1.0, 
399,One of North Carolina’s chief power utilities is warning citizens that Hurricane Florence’s strong winds and torrential rain could knock out power for much longer than a typical storm.,North Carolina,North Carolina,1.0,Carolina North
400,Good morning from #Wilmington. County officials say a 76-person urban search and rescue team will stage here ahead of #Florence @FOX46News,Wilmington,Wilmington County,1.0,Wilmington County
401,FLORENCE TRACK UPDATE #Florence will make landfall late tonight along the SE North Carolina coast then drift W or SW into South Carolina. Flooding rain will accompany the storm! #chswx #chsnews #scwx #scnews #nexstarwx @WCBD,North Carolina South Carolina,North Carolina South Carolina,0.75,Carolina North South
402,"Hurricane Florence could cause massive hog manure lagoon spills, poisoning water and animals in North Carolina  via @FortuneMagazine",North Carolina,North Carolina,1.0,Carolina North
403,"Number of flights canceled today, Thursday North Carolina - 433 flights South Carolina - 244 flights Georgia - 70 flights Florida - 33 flights Virginia - 28 flights #HurricaneFlorence #Florence",Florida Georgia North Carolina South Carolina Virginia,North Carolina South Carolina Georgia Florida Virginia,0.4285714285714285,Carolina Florida Georgia North South Virginia
404,".@NC_Governor Cooper: Download the ReadyNC app for mobile updates and dial 2-1-1 with any questions about shelters, evacuation routes, etc. #ncwx #florencenc #HurricaneFlorence #preparenow",florencenc,,1.0, 
405,"Giving Back: A segment of Americans will rise to the call this week in donating soiled blankets, single shoes and canned lima beans to local #Florence relief drives. #GivingDay #VirtueSignalling",lima,,1.0, 
406,More help from Nebraska is on the way. Nebraska Army National Guard Soldiers will be in North Carolina helping conduct search and rescue operations as needed.,Nebraska North Carolina,Nebraska Nebraska North Carolina,0.6666666666666666,Carolina Nebraska North
407,"5 PM EDT, Hurricane Florence: Category 2; maximum sustained winds at 100 mph, BUT the threat is far from better than a Category 5! GFS totals show areas receiving 44.12 inches of rain which is 3.7 feet tall! #stormsurge #majorflooding #takethisseriously #HurricaneFlorence",Florence,,1.0, 
408,"There is a domestic violence shelter in the Appalachian mountains that has space for domestic violence victims fleeing from #Florence on the NC coast. The shelter can accommodate large families, people w/ disabilities, and is LGBQT+ friendly. DM me for more info. PLS RT ὤF",Appalachian mountains Florence NC,Appalachian NC,0.5,Appalachian NC
409,"Make sure your vehicle is visibile during rainfall. If your wipers are on, make sure your headlines are on as well. Check out this message from Trooper Judd about the importance of visibility:  #SCTweets South Carolina Emergency Management Division",South Carolina,South Carolina,1.0,Carolina South
410,"#Florence remains a Cat 2 hurricane, centered 110 mi east of #WilmingtonNC. Forward motion has slowed; landfall is not until Friday morning. Coastal areas will see a LOT of #StormSurge over multiple high tides, and dump a LOT of rain over the same areas. @UMiamiRSMAS",Florence,,1.0, 
411,# SC REFUSES TO #EVACUATE #INMATES IN #MANDATORY EVACUATION AREAS AS #HURRICANE #FLORENCE THREATENS #DISASTER ! @TheRoot @TheFive @foxnews @seanhannity @BretBaier @GovMikeHuckabee @IngrahamAngle @TuckerCarlson @JaySekulow @jaredkushner @POTUS,FLORENCE,,1.0, 
412,#Florence #Isaac & #Helene are reminders that we are now in the peak of hurricane season. Make sure you and your family are prepared! Have a plan & an emergency supply kit ready to go ahead of time. See our checklist at,Florence,,1.0, 
413,Donations for shelter victims can be dropped off at the Wake County Emergency Services Education Center at 221 S. Rogers Lane in Raleigh. Personal hygiene items are in highest demand. #HurricaneFlorence,Wake County,Wake County Raleigh,0.5,Raleigh Wake County
414,"#Florences expected rain in Southeastern coastal North Carolina into far northeastern South Carolinaan additional 20 to 25 inches, with isolated storm totals of 30 to 40 inches. This rainfall will produce catastrophic flash flooding and prolonged significant river flooding.",North Carolina South Carolinaan,North Carolina South Carolina,0.75,Carolina North South
415,@FoxNews Coordinating rescues all night & now on Zello App NEED PEOPLE IN NORTH CAROLINA AREA WITH BOATS & HIGH RISE TRUCKS!! New Bern has many people & animals needing evacuation from rooftops immediately!!! PLEASE SHARE & IF YOU CAN HELP COMMENT BELOW #NewBernNC #HurricaneFlorence,NORTH CAROLINA,NO ##RT ##H CA ##RO ##L ##IN ##A,1.0,CAROLINA NORTH
416,"The mayor of #NewBern, #NorthCarolina said there hasn’t been flooding like this since 1954, with #Hurricane #Hazel. Currently, 150 people on the 2nd floors and roofs of their homes, awaiting water rescue. This area had a mandatory evacuation order. #Florence #HurricaneFlorence",NorthCarolina,New North ##C ##aro ##lina,1.0,New NorthCarolina
417,USDA Offers Food Safety Tips for Areas Affected by Hurricane Florence,Hurricane Florence,,1.0, 
418,RT @theobserver: Want to help Hurricane Florence victims? Here are groups seeking donations.,Florence,,1.0, 
419,"Some awful, awful updates from the North Carolina coast and areas nearby overnight. Dozens needing rescue from flooded homes, some sitting on the roofs of their homes in a hurricane. If you are in South Carolina and were on the fence about evacuating, leave now. #Florence",North Carolina South Carolina,North Carolina South Carolina,0.75,Carolina North South
420,"BREAKING UPDATE: Nearly 330,000 homes and businesses in North Carolina have already lost power as a slow-moving #Florence finally makes landfall.",North Carolina,North Carolina,1.0,Carolina North
421,"Hurricane Florence has knocked out power to more than 300,000 customers in North Carolina, according to the North Carolina Department of Emergency Management Follow live storm updates:  Watch live on CNN:",North Carolina,North Carolina North Carolina,1.0,Carolina North
422,"RT @ABC: Cajun Navy mobilizes volunteers, boats to Carolinas ahead of Hurricane #Florence.",Cajun Navy Carolinas,Carolina,1.0,Carolina
423,"BREAKING: After reaching out to a citizen of New Bern, NC, she told us that people who are currently waiting to be rescued said they saw floating bodies in the water. #HurricaneFlorence #NewBern #NorthCarolina",NC New Bern NewBern NorthCarolina,New Bern NC North ##C ##aro ##lina,0.2,NC New Bern NorthCarolina
424,"Update: No significant issues @DukeU as we start the day. Strong wind gusts, but no significant tree damage around @DukeHealth or university campus. Teams will work through the day and night. Stay safe. @DukeGradSchool @Duke_SA @DukeStudents #Florence",Florence,,1.0, 
425,"Family is in trouble at 226 Attmore Drive in New Bern first floor breached, family is in their attic asking for rescue. It is too dangerous for responders at this time. #NewBern #NorthCarolina #WaterRescue #Florence #flooding",NorthCarolina,New Bern North ##C ##aro ##lina,2.0,New Bern NorthCarolina
426,"At 4:00 AM EDT, 2 ESE Harkers Island [Carteret Co, NC] PARK/FOREST SRVC reports HURRICANE. CAPE LOOKOUT NATIONAL SEASHORE VISITORS CENTER. LOTS OF TREE DAMAGE, DEBRIS, AND POWER LINES DOWN ACROSS THE ISLAND. REPORTS OF MAJOR FLOODING ON ALL ACCESS ROA",Harkers Island NC,Ha ##rk ##ers Island ##et IS ##LA ##ND,0.6666666666666666,Harkers ISLAND Islandet
427,Their homes were damaged in a 2016 hurricane. Now Florence could do it again.,Now Florence,Now Florence,1.0,Florence Now
428,"Florence is now Cat 1, with storm surge (up to 13″) and flooding (up to 40″ of rainfall) that will bring devastation to the Carolina coast and inland, too. Making landfall sometime this morning near Wilmington, NC. Expect little to no influence on our area. #HurricaneFlorence",Carolina coast NC Wilmington,Carolina Wilmington NC,0.25,Carolina NC Wilmington
429,"Officials: Hurricane coming! Evacuate! Some Residents: Pssh. Whatever. Hurricane: SMASH Some Residents: OMG! Theres wind, rain and water everywhere! Why isnt someone coming to help us? Officials: ᾒ6‍♂️ Well do everything we can to help. #Hurricane #Florence #FirstResponders",Florence,,1.0, 
430,Extensive tree damage near Wrightsville Beach. #NCwx #Florence,Wrightsville Beach,Wright ##sville Beach,1.0,Beach Wrightsville
431,"At 2:40 PM EDT, 1 WSW Cedar Point [Carteret Co, NC] EMERGENCY MNGR reports STORM SURGE. 300 CEDAR POINT BLVD IS UNDER WATER DUE TO SURGE FROM THE WHITE OAK RIVER.",1 WSW Cedar Point 300 CEDAR POINT BLVD Carteret Co NC,W ##S ##W Cedar Point NC 300 CE ##DA ##R P ##O ##IN ##T B ##L ##VD,0.9090909090909092,300 BLVD CEDAR Cedar NC POINT Point WSW
432,"At 10:12 AM EDT, 1 NE Burgaw [Pender Co, NC] SOCIAL MEDIA reports HURRICANE. SCOTCHMAN STORE IN BURGAW SUSTAINED MAJOR DAMAGE - GAS PUMP STATIONS KNOCKED DOWN.",Burgaw,B ##urg ##aw B ##UR ##GA ##W,1.0,BURGAW Burgaw
433,"Aside from doing Client work, my week has been filled with collecting donations for the MEMO - Medfield Employers and Merchants Organization Scholarship Raffle and Auction. Proud member",Merchants Organization Scholarship,,1.0, 
434,"Tornado Warning continues for Rocky Mount NC, Battleboro NC until 1:15 PM EDT",Battleboro Rocky Mount,Rocky Mount NC Battle ##boro NC,1.0,Battleboro Mount NC Rocky
435,"Tornado Warning including Maysville NC, Dover NC, Pollocksville NC until 2:30 PM EDT",Dover Maysville Pollocksville,May ##sville NC Dover NC Poll ##ocks ##ville NC,0.3333333333333333,Dover Maysville NC Pollocksville
436,"At 2:20 PM EDT, Goldsboro [Wayne Co, NC] DEPT OF HIGHWAYS reports FLASH FLOOD. NUMEROUS ADDITIONAL ROAD CLOSURES HAVE OCCURRED ACROSS WAYNE COUNTY AND THE CITY OF GOLDSBORO. NO WATER RESCUES HAVE OCCURRED AT THIS TIME.",GOLDSBORO NC,Gold ##sboro ##IT GO ##LD ##SB ##OR ##O,0.5,GOLDSBORO GoldsboroIT
437,"At 11:23 AM EDT, 1 NNE Wilmington [New Hanover Co, NC] MEDIA reports HURRICANE. *** 2 FATAL, 1 INJ *** TREE FELL ON A HOME ON MERCER AVE KILLING A MOTHER AND AN INFANT. THE FATHER WAS INJURED AND TAKEN TO THE HOSPITAL. CONDITION UNKNOWN.",NC New Hanover Co Wilmington,Wilmington New Hanover Co NC,0.4,Co NC New Hanover Wilmington
438,"As University of Tennessee College of Veterinary Medicine @UTCVM prepares for #Florence, they’ve compiled a list of farms and transporters taking in evacuated horses and livestock. To fill out the Emergency Transport and Lodging List form,  #DisasterAnimals",Tennessee,,1.0, 
439,Some staggering rainfall totals coming in from North Carolina. Newport/Morehead City already approaching 20 inches with widespread flooding being reported. #NCwx #Florence #Hurricane #Flooding @News10NBC,Florence Morehead City Newport North Carolina,North Carolina Newport More ##head City,0.3333333333333333,Carolina Morehead City Newport North
440,#Florence has been downgraded to a tropical storm. Dont let that lull you into a sense of security; catastrophic flooding will still be occuring in many areas thru the weekend. Posted 5:00pm 9/14/18.,Florence,,1.0, 
441,RT @StarNewsVarsity: Michael Jordan already setting up hurricane relief efforts for Wilmington and all of North Carolina.,North Carolina Wilmington,Wilmington North Carolina,0.6666666666666666,Carolina North Wilmington
442,"#Florence is now producing tropical storm force winds at 70 mph. Life threatening storm surge is expected to continue into tonight, bringing catastrophic flooding to portions of North and South Carolina. The next complete #NHC advisory will be posted at 11:00p ET.",Florence South Carolina,South Carolina,0.6666666666666666,Carolina South
443,"A mother and her infant child killed by a falling tree in Wilmington, North Carolina, are the first fatalities from Hurricane Florence, police say",North Carolina Wilmington,Wilmington North Carolina,0.6666666666666666,Carolina North Wilmington
444,"RT @RSBNetwork: LIVE UPDATE: HURRICANE FLORENCE MAKES LANDFALL, FLOODS CAROLINAS 9/14/18",CAROLINAS,CA ##L,1.0,CAL
445,"At 5:15 PM EDT, 5 S Pine Level [Johnston Co, NC] EMERGENCY MNGR reports TROPICAL STORM. STEVENS CHAPEL ROAD WASHED OUT NEAR PRINCETON.",Johnston NC,CH,1.0,CH
446,"At 6:49 PM EDT, 2 SSW Wake Forest [Wake Co, NC] LAW ENFORCEMENT reports FLASH FLOOD. LAW ENFORCEMENT CLOSED A PORTION OF US-1A/ SOUTH MAIN STREET DUE TO ONGOING FLOODING.",NC,,1.0, 
447,"Flash Flood Warning including Socastee SC, Conway SC, North Myrtle Beach SC until 2:30 AM EDT",Conway North Myrtle Beach SC,SC Conway SC North Myrtle Beach SC,0.6,Beach Conway Myrtle North SC
448,"Looks like this garge just collapsed! #fox5florence #fox5dc #thedryphotojournalist @ Jacksonville, North Carolina",Jacksonville North Carolina,Jacksonville North Carolina,0.6666666666666666,Carolina Jacksonville North
449,Fire (grass/rubbish) [North York] Hounslow Avenue b/w Wynn Road / Stafford Park Trail Dispatched: 14/09/18 @ 22:04 EDT [Stn: 112] Rescue-112 General Area:,North York Stafford Park w Wynn Road,North York ] Ho ##uns ##low Avenue b / w W ##ynn Road / Stafford Park,0.8571428571428571,Avenue Hounslow North Park Road Stafford Wynn York
450,"At 9:30 PM EDT, 5 S Pine Level [Johnston Co, NC] EMERGENCY MNGR reports FLASH FLOOD. WATER ACROSS THE 4000 BLOCK OF STEVENS CHAPEL RD.",4000 BLOCK OF STEVENS CHAPEL RD,NC,1.0,NC
451,"At 1:39 PM EDT, 2 SSE Saluda [Saluda Co, SC] CO-OP OBSERVER reports TROPICAL STORM. COOP OBSERVER/FIRE CHIEF REPORTED A TREE DOWN ON A POWER LINE, SPARKING A MINOR FIRE ON MINE CREEK ROAD. OTHER LOCATIONS WITH TREES AND/OR POWER LINES DOWN WERE ALAMO",CREEK ROAD SC Saluda,Sal Sal ##uda SC CR ##EE ##K R,0.5,CREEK SC Sal Saluda
452,Fighting Stigma : Mother and child among several killed by storm Florence – Ireland,Ireland,Florence Ireland,1.0,Florence Ireland
453,Alarm (highrise Residential Downtown) [Toronto] Richmond Street b/w Lane West Bay South Richmond / Sheppard Street Dispatched: 15/09/18 @ 15:15 EDT [Stn: 332] DistChief-31 Pumper-314 Rescue-325 Squad-331 Tower-333 General Area:,Richmond Richmond Street Sheppard Street Toronto,Toronto Richmond Street w Lane West Bay South Richmond She ##ppard Street,0.8333333333333334,Bay Lane Richmond Sheppard South Street Toronto West
454,"At 3:50 PM EDT, Supply [Brunswick Co, NC] DEPT OF HIGHWAYS reports FLASH FLOOD. NC-211 IS CLOSED IN BOTH DIRECTIONS NEAR STONE CHIMNEY ROAD IN BRUNSWICK COUNTY NEAR SUNSET BEACH, NC DUE TO FLOODING.",BRUNSWICK COUNTY,Brunswick BR ##S ##WI ##K CO ##UN ##TY NE ##AR ##T,1.5,BRSWIK COUNTY Brunswick NEART
455,"At 4:25 PM EDT, 1 NNW Rockfish [Hoke Co, NC] EMERGENCY MNGR reports FLASH FLOOD. ROCKFISH ROAD IS CLOSED DUE TO FLOODING BETWEEN OVERLAKE ROAD AND PECAN TRACE.",1 NNW Rockfish NC OVERLAKE ROAD PECAN TRACE ROCKFISH ROAD,N ##N ##W Rock ##fish R ##OC ##K ##FI ##S ##H R ##OA ##D O ##VE ##RL ##A ##KE R ##OA ##D P ##EC ##AN T ##RA,0.7,NNW OVERLAKE PECAN ROAD ROCKFISH Rockfish TRA
456,"At 9:00 AM EDT, 1 SSW Conway [Horry Co, SC] MEDIA reports HURRICANE. TREE FELL DOWN ON HOUSE CAUSING ROOF DAMAGE ON NEW RD IN CONWAY.",CONWAY,Conway CO ##N ##WA ##Y,1.0,CONWAY Conway
457,Volunteering as Shelter Nurse with the Capital Area Medical Reserve Corp! How very little can be done under the spirit of fear” - Florence Nightingale #nursing,Florence,,1.0, 
458,".@SamaritansPurse disaster relief units & equipment rolling out for Wilmington & New Bern, NC early this morning. #Florence",Florence NC New Bern Wilmington,Wilmington New Bern NC,0.2,NC New Bern Wilmington
459,"RT @WFMY: Michael Jordan, Charlotte Hornets Launch Hurricane Florence Relief Efforts",Florence,Charlotte,1.0,Charlotte
460,"If you ever evacuate because of a hurricane or other disaster, take your pet with you. Unfortunately, not all evacuation shelters accept pets. Make a plan and practice it with them. This will make it easier if you ever have to make a run for it together. #NatlPrep #Florence",Florence,,1.0, 
461,"Yesterday, 23 dogs from Dillon, SC were brought to Best Friends Network Partner, Gwinnett County Animal Shelter, where they are now safe and available for adoption. Please visit our website if youd like to help the animals affected by Hurricane Florence: .",Gwinnett County,Dillon SC G ##win ##nett County,1.0,Dillon Gwinnett County SC
462,"RT @AlBoeNEWS: VIDEO: Road washed away in Mount Olive, North Carolina after #Florence created widespread flooding",Mount Olive North Carolina,Mount Olive North Carolina,0.75,Carolina Mount North Olive
463,"Florence: At least five dead, nearly 1 million without power as storm swamps Carolinas",Carolinas,Carolina,1.0,Carolina
464,"weatherchannel: NEW: #Tornado watch issued for southeastern North Carolina, including Wilmington, until 11 p.m. EDT. #Florence",Florence North Carolina Wilmington,North Carolina Wilmington,0.5,Carolina North Wilmington
465,RT @Independent: Death toll rises as Hurricane Florence bears down on East Coast - follow live updates here,East Coast,,1.0, 
466,"Shelter at East Mecklenburg HS is at FULL CAPACITY. 4 other shelters are open in Mecklenburg County: Ardrey Kell HS, along with North, South, + West Meck HS #Florence @FOX46News",East Mecklenburg Mecklenburg,Mecklenburg H Mecklenburg County,0.6666666666666666,Mecklenburg Mecklenburg County
467,"Throughout the week, we’ve worked hard to deploy people and resources to support all of the state and local officials affected by #Florence. As this effort continues, here’s a snapshot of how we and our federal partners have been providing that support:",Florence,,1.0, 
468,This Arkansas team of medical personnel from the National Disaster Medical System has been deployed to North Carolina and is now ready to help state and local authorities respond to communities’ medical needs.  via @wcnc #HurricaneFlorence,Arkansas North Carolina,Arkansas North Carolina,0.6666666666666666,Arkansas Carolina North
469,"Even before #HurricaneFlorence makes landfall, @HHSgov medical professionals like Steven Ball, a paramedic with a NDMS Disaster Medical Assistance Team, are helping patients who evacuated in advance of the storm at a shelter for evacuees with medical needs in North Carolina.",North Carolina,North Carolina,1.0,Carolina North
470,"JUST NOW: Marines with Combat Logistics Battalion 8 helped evacuate civilians to a new shelter following Hurricane Florence in Swansboro, N.C. (U.S. Marine Corps photos by Lance Cpl. Leticia Salaiz) #TropicalStormFlorence",N.C. Swansboro U.S.,Swan ##sboro N . C U S,0.3333333333333333,Swansboro U.S.
471,"PSA-To all in Raleigh/Durham. WMSCOG will be going to Sanford, NC tomorrow to help with disaster relief. If you would like to contribute any bottled water, canned goods, trash bags, etc. Drop off Location  #GodtheMother #HurricaneFlorence #SanfordNC #WMSCOG",Durham,Raleigh Durham NC,2.0,Durham NC Raleigh
472,Now Tropical Depression #Florence will make the move northward today and begin to accelerate towards the Mid Atlantic and Northeast to start the work week. The catastrophic flooding continues in NC today and the heavy rain threat spreads to the Appalachians & Blue Ridge Monday.,Appalachians Blue Ridge Monday NC,NC Blue Ridge Monday,0.6,Blue Monday NC Ridge
473,This aerial footage shows the extent of the devastation caused by Hurricane Florence: severe flooding in parts of North Carolina and elsewhere,North Carolina,North Carolina,1.0,Carolina North
474,"Duke Energy: Rains from Hurricane Florence caused a slope to fail at one of Sutton Power Plants coal ash landfills, causing about 2,000 yards to be displaced. Unclear how much stormwater may have come into contact with the coal ash and reached Sutton Lake.",Sutton Lake Sutton Power Plants,Sutton Power Plants Sutton,0.8,Plants Power Sutton
475,"Without the government, who would stop volunteers from rescuing people in need?  #HurricaneFlorence #Florence #NewBern #CajunNavy",Florence,,1.0, 
476,"first responders today rescuing multiple victims from flooding caused by Florence in Onslow County, North Carolina. #new #coastguard #rescue #hurricane #florence #storm #firstresponders #rain #flood #northcarolina #jacksonville",Florence North Carolina Onslow County jacksonville northcarolina,On ##slow County North Carolina north ##car ##olin ##a jack ##son ##ville,0.2857142857142857,Carolina North Onslow County jacksonville northcarolina
477,"11 hours away from a mandatory #evacuation order going into effect in Cumberland Co., Wade, & Fayetteville for residents who live one mile from the banks of the Cape Fear River or the Little River. Ill breakdown how to determine if you fall in that group at 4 @WRAL #Florence",Cumberland Co. Fayetteville,Cumberland Co Wade Faye ##tte ##ville Cape Fear River,2.0,Cape Co Cumberland Fayetteville Fear River Wade
478,"Our #PowerForward team has pre-deployed to the Carolinas to help those affected by Hurricane Florence. We’ll be distributing free batteries, charging mobile devices & complimentary wifi once conditions allow. We’ll update TW & our FB page with deployment announcements.",Florence,Carolina ##s,1.0,Carolinas
479,A Tennessee trucker with a school bus rescued pets from animal shelters in South Carolina in the path of Hurricane Florence last week.  #Florence,Florence South Carolina Tennessee,Tennessee South Carolina,0.5,Carolina South Tennessee
480,RT @trueblue51: Florence’s record rain floods North Carolina as death toll reaches at least 14,North Carolina,North Carolina,1.0,Carolina North
481,"Life-threatening, catastrophic flash floods and prolonged significant river flooding are likely over portions of the Carolinas through early next week. Landslides are possible in the higher terrain of the Southern & Central Appalachians across Western NC & SW VA. #Florence",Carolinas Florence NC VA,Carolina ##s NC VA,0.25,Carolinas NC VA
482,Tornado watch for the next 10 hours in New Hanover Co. #florence #Wilmington #ncwx,New Hanover Wilmington,New Hanover Co Wilmington,0.3333333333333333,Co New Hanover Wilmington
483,"Hopewell Veterinary Hospital in Jenkintown rescued 19 animals from a shelter in North Carolina that had to be evacuated because of Hurricane Florence. 2 dogs, 16 kittens and an adult cat are looking for new homes. DETAILS:",Jenkintown North Carolina,Jen ##kin ##town North Carolina,0.6666666666666666,Carolina Jenkintown North
484,"#BREAKING: Cape Fear River at Fayetteville, North Carolina is now at flood stage with significant flooding to come. #Florence",Fayetteville North Carolina,Cape Fear Faye ##tte ##ville North Carolina,1.3333333333333333,Cape Carolina Fayetteville Fear North
485,RIGHT NOW: Flash Flood Watch for parts of our region because of #Florence It expires 12 AM Tuesday. Be careful on the roads! #wjhlwx,Florence,,1.0, 
486,.@USCG mobilized dozens of rescue and response teams before Hurricane Florence hit this week. More on the Federal response:,Florence,,1.0, 
487,Flooding - road blocked in #Charlotte on N TRYON ST north of W 12th St #traffic,Charlotte N TRYON ST north,Charlotte T ##R ##ON 12th,1.0,12th Charlotte TRON
488,Rescue (elevator) [North York] Empress Avenue b/w Lane East Yonge South Kingsdale / Willowdale Park Trail Dispatched: 16/09/18 @ 12:15 EDT [Stn: 114] Pumper-114 Squad-143 General Area:,Empress Avenue b/w Lane East Yonge South Kingsdale North York,North York ] Empress Avenue b / w Lane East Yong ##e South Kings ##dale Willow ##dale Park,0.8,Avenue East Empress Kingsdale Lane North Park South Willowdale Yonge York
