tweet_id,text,location_mentions,text_transformed
ID_1040550355233370112,"Sending late night shoutout to SCGuard Soldiers in A-Co, 218th Brigade Support Bn from Orangeburg who picked up cots & blankets to transport to shelters for . The items will support individuals who had to evacuate for .",Orangeburg=>CITY,send late night shoutout to scguard soldier in a co 218th brigade support bn from orangeburg who pick up cot & blanket to transport to shelter for the item will support individual who have to evacuate for
ID_1040550553921757184,"RT : Cajun Navy mobilizes volunteers, boats to Carolinas ahead of Hurricane Florence.",Cajun Navy=>CITY * Carolinas=>STATE,rt cajun navy mobilize volunteer boat to carolinas ahead of hurricane florence
ID_1039533271405809664,"This morning, I signed a Mayors Order declaring a state of emergency ahead of Hurricane Florence. Join us now as we provide updates on the Districts preparations",,this morning i sign a mayor order declare a state of emergency ahead of hurricane florence join we now as we provide update on the district preparation
ID_1041586287680135170,Incredible pictures of Florence at the coast & more to come from the Triad as River Flooding is developing through Tuesday.  Please use caution Monday morning as flash flooding may have damaged roads & wind gusts have brought down several power lines.,Florence=>CITY,incredible picture of florence at the coast & more to come from the triad as river flooding be develop through tuesday please use caution monday morning as flash flooding may have damage road & wind gust have bring down several power line
ID_1039972967751536640,Mandatory hurricane florence evacuation in Lowcountry traffic,Lowcountry=>STATE,mandatory hurricane florence evacuation in lowcountry traffic
ID_1039888086270787585,"RT : Were looking for some volunteers to be SAW gunners, they said",,rt be look for some volunteer to be saw gunner they say
ID_1041357000377098240,Good. So many more worthy and important causes that are desperately in need of money. Please donate to your favorite nonprofit.,,good so many more worthy and important cause that be desperately in need of money please donate to your favorite nonprofit
ID_1039879779967803393,Water and batteries are important. Dont forget to also be sure you are medically prepared for Hurricane Florence.,,water and battery be important do not forget to also be sure you be medically prepare for hurricane florence
ID_1039519823409999874,"USA Hurricane Florence is forecast to intensify and affect North Carolina and South Carolina in the coming days. You should follow local advice, including any evacuation orders, and monitor media for more information:",USA=>COUNTRY * North Carolina=>STATE * South Carolina=>STATE,usa hurricane florence be forecast to intensify and affect north carolina and south carolina in the come day you should follow local advice include any evacuation order and monitor media for more information
ID_1042183147482427392,"ITS FOOTBALL SZN 96 ps instead of bashing the jersey, you can donate to the cause - cashapp: $ticlhn, venmo: ticlhn, or you can text me sum apple pay so I can purchase the jersey you",,its football szn 96 ps instead of bashing the jersey you can donate to the cause cashapp $ ticlhn venmo ticlhn or you can text i sum apple pay so i can purchase the jersey you
ID_1041276770283151361,"Theres only one Tree Hill, and its the home to thousands of people who are in desperate need of our support after the destruction and flooding from . Contribute to the hurricane relief fund: .",,there only one tree hill and its the home to thousand of person who be in desperate need of our support after the destruction and flooding from contribute to the hurricane relief fund
ID_1041624679511990272,. is at  studios hosting a disaster relief phone bank for those impacted by Florence. Red Cross is currently serving 20K people in shelters in NC & SC. If you can help please call (803) 758-1020. Thank you!!,Florence=>CITY * NC=>STATE * SC=>STATE,be at studio host a disaster relief phone bank for that impact by florence red cross be currently serve 20 thousand person in shelter in nc & sc if you can help please call ( 803 ) 758-1020 thank you !!
ID_1041946158904627200,Hurricane Florence Damage Update,Florence=>CITY,hurricane florence damage update
ID_1041618005887733760,All morning on  how local volunteers are making a difference & how we can help those impacted by Florence,,all morning on how local volunteer be make a difference & how we can help that impact by florence
ID_1040789396927262720,"Just spoke to my dad, currently living at the homelessshelter in Seoul & he described it like jail =( please help! He needs $2000, for a securitydeposit, to find a place asap!",Seoul=>CITY,just speak to my dad currently live at the homelessshelter in seoul & he describe it like jail =( please help ! he need $ 2000 for a securitydeposit to find a place asap !
ID_1041022776574918657,"At 1:39 PM EDT, 2 SSE Saluda [Saluda Co, SC] CO-OP OBSERVER reports TROPICAL STORM. COOP OBSERVER/FIRE CHIEF REPORTED A TREE DOWN ON A POWER LINE, SPARKING A MINOR FIRE ON MINE CREEK ROAD. OTHER LOCATIONS WITH TREES AND/OR POWER LINES DOWN WERE ALAMO",Saluda=>COUNTY * SC=>STATE * CREEK ROAD=>ROAD,at 1:39 p.m. edt 2 sse saluda [ saluda co sc ] co- op observer report tropical storm coop observer / fire chief report a tree down on a power line spark a minor fire on mine creek road other location with tree and / or power line down be alamo
ID_1039910989628628992,"One year after hurricaneharvey, the US is being threatened by another Category 4 in hurricaneflorence. Read more about the work Noggin has done with  Relief to assist with hurricane response:  cajunnavyrelief volunteers",US=>COUNTRY,one year after hurricaneharvey the us be be threaten by another category 4 in hurricaneflorence read more about the work noggin have do with relief to assist with hurricane response cajunnavyrelief volunteer
ID_1042062192655429632,I strong urge anyone looking to donate to check out these sources and not the Red Cross. Make sure your money has an impact on those who need it most.,,i strong urge anyone look to donate to check out this source and not the red cross make sure your money have a impact on that who need it most
ID_1039525295726964737,"In preparation for  and evacuation notices for coastal NC counties,  will be updating  &  hotel/motel availability this week here:",NC=>STATE,in preparation for and evacuation notice for coastal nc county will be update & hotel / motel availability this week here
ID_1041588168233934848,"Our public information phone system (PIPS) has taken 10,607 calls to date. We are still here 24/7 to help. Give us a call at 1-866-246-0133. Florence scnews scwx1E",Florence=>CITY,our public information phone system ( pips ) have take 10607 call to date we be still here 24 / 7 to help give we a call at 1-866-246-0133 florence scnew scwx1e
ID_1041570406078009345,"Please help one of my close friends she lost everything, as well as her family due to hurricane Florence. Personal belongings, vehicle, and home. Also please share, anything could help. 3",Florence=>CITY,please help one of my close friend she lose everything as well as her family due to hurricane florence personal belonging vehicle and home also please share anything could help 3
ID_1042008725920395264,"Were restoring power on the ground and assessing damage from the sky, with helicopters and drones, in areas we cant navigate on foot. Crews have restored 1.2 million customers after Florence but wont stop until everyone is back on. Track progress:",,be restore power on the ground and assess damage from the sky with helicopter and drone in area we can not navigate on foot crew have restore 1.2 million customer after florence but will not stop until everyone be back on track progress
ID_1041737150243459073,"At 11:24 AM EDT, Etlan [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. MULTIPLE ROADS FLOODED AND CLOSED IN THE ETLAN AREA.",Etlan=>CITY * ETLAN=>CITY,at 11:24 a.m. edt etlan [ madison co va ] dept of highway report flood multiple road flood and close in the etlan area
ID_1040558029723365376,Extensive tree damage near Wrightsville Beach. NCwx Florence,Wrightsville Beach=>CITY,extensive tree damage near wrightsville beach ncwx florence
ID_1041224912244039680,"0Florence update: NC: 845,952 customer power outages SC: 167,476 customer power outages  Crews begin to perform limited/intermittent damage assessments and restorations.  Read the latest situation report:",,0 florence update nc 845952 customer power outage sc 167476 customer power outage crew begin to perform limited / intermittent damage assessment and restoration read the late situation report
ID_1041348208834867201,Our volunteers are out and about with our picture frame! Stop them for a quick photo! blff18 bostonlocalfood bostonlocalfoodfestival @ Rose Fitzgerald Kennedy Greenway,,our volunteer be out and about with our picture frame ! stop they for a quick photo ! blff18 bostonlocalfood bostonlocalfoodfestival @ rose fitzgerald kennedy greenway
ID_1039877321224667137,"The predictions for this storm are real, and serious. But the threat is not just confined to coastal areas; this storm could hit inland areas hard. Know your emergency plan.",,the prediction for this storm be real and serious but the threat be not just confine to coastal area this storm could hit inland area hard know your emergency plan
ID_1042025766970687489,. special team continues working to help stranded residents in  following Florence. More on  at 11.,SouthCarolina=>STATE,special team continue work to help strand resident in follow florence more on at 11
ID_1041960327531950082,"THANK YOU WAVE COUNTRY! With your help, we raised more than $18,000 for the victims of Hurricane Florence. You can still donate online anytime >>",,thank you wave country ! with your help we raise more than $ 18000 for the victim of hurricane florence you can still donate online anytime >>
ID_1039605224305041410,"RT : Our President and GM,  speaks about our plans to assist those evacuating from",,rt our president and gm speak about our plan to assist that evacuate from
ID_1039477306417393664,"If Florence slows to a crawl just off the coast, it could bring torrential rains to the Appalachian mountains and as far away as West Virginia, causing flash floods, mudslides and other dangerous conditions.",Appalachian=>NATURAL POINT-OF-INTEREST * West Virginia=>STATE,if florence slow to a crawl just off the coast it could bring torrential rain to the appalachian mountain and as far away as west virginia cause flash flood mudslide and other dangerous condition
ID_1042013739241951232,"FOR USE IN AREAS UNAFFECTED BY THE HURRICANE: Your platelet or blood donation is needed for patients after  canceled thousands of donations. All blood types are needed, especially type O. Please give now:",,for use in area unaffected by the hurricane your platelet or blood donation be need for patient after cancel thousand of donation all blood type be need especially type o. please give now
ID_1040153317568131072,"Emergency resources are gathered at a staging area south of Raleigh as preparations continue for . They include urban search & rescue teams, medics, ambulance strike teams, swift water rescue &  personnel from multiple states. 7 by Mike Legeros",Raleigh=>CITY,emergency resource be gather at a staging area south of raleigh as preparation continue for they include urban search & rescue team medic ambulance strike team swift water rescue & personnel from multiple state 7 by mike legeros
ID_1039504649840205824,. director reports LIVE on  the damage from  is currently estimated around $30 Billion dollars and could grow as the storm prepares to slam East Coast.,East Coast=>OTHER LOCATIONS,director report live on the damage from be currently estimate around $ 30 billion dollar and could grow as the storm prepare to slam east coast
ID_1040186681624813568,Hurricane Florence outer bands seen on radar. Florences max sustained winds are at 110 mph. More important than wind hazards are the storm surge and inland flooding hazards associated with Florence. tropicalweather Florence2018,Florences=>COUNTRY * Florence=>CITY,hurricane florence outer band see on radar florence max sustained wind be at 110 mph more important than wind hazard be the storm surge and inland flooding hazard associate with florence tropicalweather florence2018
ID_1042005488785936384,is teaming up w/ the  to help those affected by Hurricane Florence. Heres how you can help:  text REDCROSS to 90999 to donate $10  text FLORENCE to 90999 to assist victims  donate online   donate blood at a local Red Cross center,,be team up with the to help that affect by hurricane florence here how you can help text redcross to 90999 to donate $ 10 text florence to 90999 to assist victim donate online donate blood at a local red cross center
ID_1040708405244178432,"Florence is now producing tropical storm force winds at 70 mph. Life threatening storm surge is expected to continue into tonight, bringing catastrophic flooding to portions of North and South Carolina. The next complete NHC advisory will be posted at 11:00p ET.",Florence=>CITY * South Carolina=>STATE,florence be now produce tropical storm force wind at 70 mph life threaten storm surge be expect to continue into tonight bring catastrophic flooding to portion of north and south carolina the next complete nhc advisory will be post at 11:00p et
ID_1039411398315585536,RT : International: Mandatory evacuations as powerful Cat 4 Hurricane Florence approaches | CNC3,,rt international mandatory evacuation as powerful cat 4 hurricane florence approach | cnc3
ID_1041277356051255298,"About 2,800 homes are under the mandatory evacuation order in Cumberland County due to impending flooding. There will be 8 shelters opened. We have all the details on --on air and online.",Cumberland County=>COUNTY,about 2800 home be under the mandatory evacuation order in cumberland county due to impending flooding there will be 8 shelter open we have all the detail on -- on air and online
ID_1041273084513267712,"Duke Energy: Rains from Hurricane Florence caused a slope to fail at one of Sutton Power Plants coal ash landfills, causing about 2,000 yards to be displaced. Unclear how much stormwater may have come into contact with the coal ash and reached Sutton Lake.",Sutton Power Plants=>HUMAN-MADE POINT-OF-INTEREST * Sutton Lake=>NATURAL POINT-OF-INTEREST,duke energy rain from hurricane florence cause a slope to fail at one of sutton power plant coal ash landfill cause about 2000 yard to be displace unclear how much stormwater may have come into contact with the coal ash and reach sutton lake
ID_1039539387904786432,"Weve got things boarded up, weve got a lot of supplies from Walmart, generators, so were good to go. Despite pleas from government officials and weather experts, residents of South Carolina are choosing to ride out forthcoming Hurricane Florence",South Carolina=>STATE,weve get thing board up weve get a lot of supplies from walmart generator so be good to go despite plea from government official and weather expert resident of south carolina be choose to ride out forthcoming hurricane florence
ID_1039890285462003712,"To help residents, businesses & emergency personnel stay connected during , weve opened up more than 120,000 Xfinity WiFi hotspots across the Beltway Region for customers and non-customers alike:",Beltway=>NEIGHBORHOOD,to help resident business & emergency personnel stay connect during weve open up more than 120000 xfinity wifi hotspot across the beltway region for customer and non-customer alike
ID_1041220579825725440,Barre woman spearheads Hurricane Florence relief effort,,barre woman spearhead hurricane florence relief effort
ID_1040708023734419461,Fairhope church accepting donations for Hurricane Florence victims,Fairhope church=>HUMAN-MADE POINT-OF-INTEREST,fairhope church accept donation for hurricane florence victim
ID_1040557953957457920,"RT : Much of New Bern, NC is under water. A lot of water",New Bern=>CITY * NC=>STATE,rt much of new bern nc be under water a lot of water
ID_1041255327960915968,Telephone pole damaged in Charlotte on Park Rd near Abbey Pl traffic,Charlotte=>CITY,telephone pole damage in charlotte on park rd near abbey pl traffic
ID_1040604572656590848,"At 10:12 AM EDT, 1 NE Burgaw [Pender Co, NC] SOCIAL MEDIA reports HURRICANE. SCOTCHMAN STORE IN BURGAW SUSTAINED MAJOR DAMAGE - GAS PUMP STATIONS KNOCKED DOWN.",Burgaw=>CITY,at 10:12 a.m. edt 1 ne burgaw [ pender co nc ] social media report hurricane scotchman store in burgaw sustay major damage gas pump station knock down
ID_1039428099983605761,"Tampa News South Florida task force gears up to assist in Hurricane Florence rescue efforts - WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",Tampa=>STATE * Florida=>STATE * Miami=>CITY,tampa news south florida task force gear up to assist in hurricane florence rescue effort wsvn 7 news | miami news weather sport | fort lauderdale
ID_1040712364788785153,"HURRICANE YETI IS MAKING LANDFALL TONIGHT AT 9:30 in Belmont, NC! Friends Sports Bar is the place to be tonight! We got Beer, Food, Liquor and Wine! All the Hurricane Prep stuff you need.",Belmont=>CITY * NC=>STATE,hurricane yeti be making landfall tonight at 9:30 in belmont nc ! friend sports bar be the place to be tonight ! we get beer food liquor and wine ! all the hurricane prep stuff you need
ID_1039918762726707201,"Was going to donate some money to those kids in Michigan who dont have access to clean water, that or the people in the Carolinas who are about to get slammed by hurricane Florence. But nope, ITS NEW MOTHERFUCKING IPHONE DAY.",Michigan=>STATE * Carolinas=>STATE,be go to donate some money to that kid in michigan who do not have access to clean water that or the person in the carolinas who be about to get slam by hurricane florence but nope its new motherfucking iphone day
ID_1039546216588226560,"DC, Maryland and Virginia have declared a State of Emergency ahead of Hurricane Florence. Here are easy tips from FEMA to help seniors prepare for a storm.",DC=>CITY * Maryland=>STATE * Virginia=>STATE,dc maryland and virginia have declare a state of emergency ahead of hurricane florence here be easy tip from fema to help senior prepare for a storm
ID_1039480436668485632,Is it me or is the Sheriffs department politicizing a hurricane evacuation?,,be it i or be the sheriffs department politicize a hurricane evacuation ?
ID_1041582637306003457,"$BNews:Hurricane Florence about to make landfall in North Carolina, says NHC:  90 mph max winds  150 waiting to be rescued in New Bern, NC  321,692 customers without power, officials say  life-threatening storm surges continue",North Carolina=>STATE,$ bnew hurricane florence about to make landfall in north carolina say nhc 90 mph max wind 150 wait to be rescue in new bern nc 321692 customer without power official say life threaten storm surge continue
ID_1041217108502298624,"RT : VIDEO: Road washed away in Mount Olive, North Carolina after Florence created widespread flooding",Mount Olive=>CITY * North Carolina=>STATE,rt video road wash away in mount olive north carolina after florence create widespread flooding
ID_1039499760959463424,"Thanks! Worst part of  is that FLO will slow up as she hits the Carolina coast, damage on Outer Banks will be horrible and flooding will be seriously horrible. Thanks for the follow back!",Carolina=>STATE,thanks ! bad part of be that flo will slow up as she hit the carolina coast damage on outer banks will be horrible and flooding will be seriously horrible thanks for the follow back !
ID_1040355660679004161,HURRICANE FLORENCE MESSAGE 11 CURRENT CONDITIONS IN PINE KNOLL SHORES: We are receiving increasingly stronger winds and rain from the bands of Hurricane Florence. Water continues to threaten the soundside,,hurricane florence message 11 current condition in pine knoll shore we be receive increasingly strong wind and rain from the band of hurricane florence water continue to threaten the soundside
ID_1041950804536647680,This is my sister. A decorated US Marine. Florence did significant damage to her home. Help if you can. Florence,Florence=>CITY,this be my sister a decorate us marine florence do significant damage to her home help if you can florence
ID_1039574396741013505,"The mayor of Washington, D.C., has declared a state of emergency as the nations capital prepares for heavy rains, flooding and power outages related to Hurricane Florence.","Washington, D.C.=>STATE",the mayor of washington d.c. have declare a state of emergency as the nation capital prepare for heavy rain flooding and power outage related to hurricane florence
ID_1042015638724780034,"All PAX: While we wait to hear re: physical need, we have two opportunities to assist our brothers affected by Hurricane Florence financially, for now. 100% of donations will go to serve those in need.",,all pax while we wait to hear re physical need we have two opportunity to assist our brother affect by hurricane florence financially for now 100 % of donation will go to serve that in need
ID_1042061244948271104,RT : Katrina survivor dedicates herself to helping Hurricane Florence victims  via,Florence=>CITY,rt katrina survivor dedicate herself to help hurricane florence victim via
ID_1039435794828541952,I added a video to a  playlist  States Of Emergency Declared Ahead Of Hurricane Florence | NBC Nightly,,i add a video to a playlist state of emergency declare ahead of hurricane florence | nbc nightly
ID_1041625255129886721,THANKYOU  and to all the emergency personnel assisting the victims of  17D,,thankyoum and to all the emergency personnel assist the victim of 17d
ID_1042050935839776768,And heres members of the New York Air National Guards 106th Rescue Squadron dropping yesterday drop from an HC-130J helicopter during a rescue op in a flooded area. 6/,New York=>STATE,and here member of the new york air national guard 106th rescue squadron drop yesterday drop from a hc 130j helicopter during a rescue op in a flood area 6 /
ID_1042015377247502336,"With flooding continuing, state officials in  are urging Florence evacuees to hold off returning for now",NorthCarolina=>STATE * Florence=>CITY,with flooding continue state official in be urge florence evacuee to hold off return for now
ID_1040355914232950784,"There is a domestic violence shelter in the Appalachian mountains that has space for domestic violence victims fleeing from Florence on the NC coast. The shelter can accommodate large families, people w/ disabilities, and is LGBQT+ friendly. DM me for more info. PLS RT F",Appalachian mountains=>NATURAL POINT-OF-INTEREST * Florence=>CITY * NC=>STATE,there be a domestic violence shelter in the appalachian mountain that have space for domestic violence victim flee from florence on the nc coast the shelter can accommodate large family person with disability and be lgbqt+ friendly dm i for more info pls rt f
ID_1041270189684400128,"Tropical Storm Florence: Worst flooding is yet to come in some areas, hurricane center warns -",Florence=>CITY,tropical storm florence bad flooding be yet to come in some area hurricane center warn
ID_1040639727412633601,"Aside from doing Client work, my week has been filled with collecting donations for the MEMO - Medfield Employers and Merchants Organization Scholarship Raffle and Auction. Proud member",Merchants Organization Scholarship=>HUMAN-MADE POINT-OF-INTEREST,aside from do client work my week have be fill with collect donation for the memo medfield employer and merchants organization scholarship raffle and auction proud member
ID_1041600425835749376,"my dads out there with the rescue effort for hurricane florence, hes a hero!",,my dad out there with the rescue effort for hurricane florence hes a hero !
ID_1041542998792839168,"Tornado Warning including Horry County, SC until 12:45 AM EDT",Horry County=>COUNTY * SC=>STATE,tornado warning include horry county sc until 12:45 a.m. edt
ID_1039887485927600130,More than 3.5 million homes in coastal counties  that total more than $1 trillion in value are at risk of damage from the storm.,,more than 3.5 million home in coastal county that total more than $ 1 trillion in value be at risk of damage from the storm
ID_1039921942873165825,"As  approaches, there are steps cancer patients and their loved ones can take to be prepared. We suggest making a list of medicines and treatment schedules to keep with you. For more tips:",,as approach there be step cancer patient and their love one can take to be prepare we suggest make a list of medicine and treatment schedule to keep with you for more tip
ID_1040193372701376512,"NJ rescue groups deploy to Virginia, Carolinas for Hurricane Florence",NJ=>STATE * Virginia=>STATE * Carolinas=>STATE,nj rescue group deploy to virginia carolinas for hurricane florence
ID_1039553023310278657,"HELP NEEDED: McKamey Animal Center is preparing for animal evacuees from Hurricane Florence to arrive. To make room, they are asking people to adopt or foster their current animals.",McKamey Animal Center=>HUMAN-MADE POINT-OF-INTEREST,help need mckamey animal center be prepare for animal evacuee from hurricane florence to arrive to make room they be ask person to adopt or foster their current animal
ID_1039419999851634688,North Georgia campground welcomes Hurricane Florence evacuees,Georgia=>STATE,north georgia campground welcome hurricane florence evacuee
ID_1041629417842388992,How to help: Here are some of the organizations working to aid those affected by .,,how to help here be some of the organization work to aid that affect by
ID_1042020470193893377,"Michael Jordan, Hornets, NBA to Provide Relief During Hurricane Florence  NCAA basketball NBA basketballislife via",,michael jordan hornet nba to provide relief during hurricane florence ncaa basketball nba basketballislife via
ID_1041635076524724224,DONATE NOW: 2GivesBack Hurricane Florence Relief with the American Red Cross GMN,,donate now 2 givesback hurricane florence relief with the american red cross gmn
ID_1041239030627803137,The EU Copernicus Emergency Service is (on request of FEMA) producing delineation maps for the affected areas which are continuously updated. Link:,EU=>COUNTRY,the eu copernicus emergency service be ( on request of fema ) produce delineation map for the affect area which be continuously update link
ID_1039868939298373632,To everyone in areas affected by Hurricane Florence: Floodwaters can rise rapidly. Be prepared and stay safe with these flood safety resources:,,to everyone in area affect by hurricane florence floodwater can rise rapidly be prepare and stay safe with this flood safety resource
ID_1039572537896656896,"8 URGENT 8 Virginia, , &  have declared states of emergency as  approaches. NEVER leave your animals behind in case of an evacuation  they could DIE!",Virginia=>STATE * NorthCarolina=>STATE * SouthCarolina=>STATE,8 urgent 8 virginia & have declare state of emergency as approach never leave your animal behind in case of a evacuation they could die !
ID_1040188440808185856,Emergency workers from East Tennessee this morning heading over to South Carolina to assist during and after hurricane Florence,East Tennessee=>STATE * South Carolina=>STATE,emergency worker from east tennessee this morning head over to south carolina to assist during and after yurricane florence
ID_1039867583237894144,"Hurricane Florence is expected to produce fierce winds, torrential rainfall and flooding of historic proportions. Duke Energy is prepared and urging customers to do the same. Learn more here: .",,hurricane florence be expect to produce fierce wind torrential rainfall and flooding of historic proportion duke energy be prepare and urge customer to do the same learn more here
ID_1039962347106910208,Bark Life Market & More (both locations) will begin taking donations for relief supplies for those who will be impacted by Hurricane Florence. We will have a bin in-store for dropping,,bark life market & more ( both location ) will begin take donation for relief supplies for that who will be impact by hurricane florence we will have a bin in store for drop
ID_1041955602434588672,"*  Florence: Worst flooding is yet to come in some areas, hurricane center warns CBS News * A third of all US bank branches could feel tropical storm force winds from Hurricane Florence Business Insider *  via",Florence=>CITY * US=>COUNTRY * Florence=>CITY,* florence bad flooding be yet to come in some area hurricane center warn cbs news * a third of all us bank branch could feel tropical storm force wind from hurricane florence business insider * via
ID_1041690756208123904,"in Forbes, on Hurricane Florence recovery efforts. drones dronesforgood precisionhawk forbes",,in forbes on hurricane florence recovery effort drone dronesforgood precisionhawk forbe
ID_1041270381460549632,A8. Air and Marine Operations Black Hawk crews from across the country are staging in Jacksonville and locations in   preparing to deploy with  to impacted areas and communities as powerful Hurricane Florence approaches the East Coast1,Jacksonville=>CITY,a8 air and marine operation black hawk crew from across the country be stage in jacksonville and location in prepare to deploy with to impact area and community as powerful hurricane florence approach the east coast1
ID_1041221487125032960,HURRICANE FLORENCE UPDATE: Rain is expected to arrive tonight thru Monday. Wind gusts up to 30mph. Flash flooding & fallen trees/debris anticipated throughout the district. Driving conditions may be hazardous. Use caution and thinksafety.  turnarounddontdrown,,hurricane florence update rain be expect to arrive tonight through monday wind gust up to 30 mph flash flooding & fall tree / debris anticipate throughout the district drive condition may be hazardous use caution and thinksafety turnarounddontdrown
ID_1040193900743417856,"Hurricane Florence could cause massive hog manure lagoon spills, poisoning water and animals in North Carolina  via",North Carolina=>STATE,hurricane florence could cause massive hog manure lagoon spill poisoning water and animal in north carolina via
ID_1040556871894138882,Calling out all hotel chains. For those evacuating  should be allowed to bring their pets. Rules need to be bent in an emergency situation animallivesmatter FEMA should make it a law.,,calling out all hotel chain for that evacuate should be allow to bring their pet rule need to be bend in a emergency situation animallivesmatter fema should make it a law
ID_1040140896996663297,"How an app developer rescued 37,000 hurricane victims  and is ready to help with Florence",Florence=>CITY,how a app developer rescue 37000 hurricane victim and be ready to help with florence
ID_1041597765053304832,River Flooding to Continue for Days in the North Carolina From Florence From The Weather Channel iPhone App,North Carolina=>STATE * Florence=>CITY,river flooding to continue for day in the north carolina from florence from the weather channel iphone app
ID_1039493338611834881,"Hurricane Florence is now a Category 4 storm, which means it will cause catastrophic damage. North Carolina, South Carolina and Virginia declared states of emergency and some mandatory evacuations ahead of U.S. landfall on Thursday.",North Carolina=>STATE * South Carolina=>STATE * Virginia=>STATE * U.S.=>COUNTRY,hurricane florence be now a category 4 storm which mean it will cause catastrophic damage north carolina south carolina and virginia declare state of emergency and some mandatory evacuation ahead of u.s. landfall on thursday
ID_1039898780714393600,"ATTENTION! To all those being evacuated due to Hurricane Florence, our shelters are accepting young people who are fleeing hurricane evacuation zones. Please share this message to spread the word!",Florence=>CITY,attention ! to all that be evacuate due to hurricane florence our shelter be accept young person who be flee hurricane evacuation zone please share this message to spread the word !
ID_1039911022302310400,"Emergency jump start for cars, that have a standard elec plug can if fully charged up recharge a cell phone several times. Worth having a few of these for portable elec.",,emergency jump start for car that have a standard elec plug can if fully charge up recharge a cell phone several time worth have a few of this for portable elec
ID_1041588834134183938,Tropical Storm Florence: N.C. officials warn residents not to get complacent as historic flooding expected: Times-Picayune  environment | More w/ Eco-Search:,N.C.=>STATE,tropical storm florence n.c. official warn resident not to get complacent as historic flooding expect time picayune environment | more with eco-search
ID_1040165861976428544,Slideshow: Residents evacuate as Hurricane Florence approaches,,slideshow resident evacuate as hurricane florence approach
ID_1039594251011674116,"Carolina animals, pets groups & orgs. Prepare for Hurricane. Important Resources, animalshelters shelters,   prep Emergency evacuation. Mayors SC NC Wilmington  Raleigh FEMA Governors",SC=>STATE * NC=>STATE * Wilmington=>CITY * Raleigh=>CITY,carolina animal pet group & org prepare for hurricane important resource animalshelter shelter prep emergency evacuation mayor sc nc wilmington raleigh fema governor
ID_1040554589370687488,"City electric crews are prepared, with extra reinforcements from Florida on standby. However, bucket trucks cant be deployed in winds over 40 mph and flooding could cause issues in reaching some areas. Be prepared and be patient.  YCNews",Florida=>STATE,city electric crew be prepare with extra reinforcement from florida on standby however bucket truck cant be deploy in wind over 40 mph and flooding could cause issue in reach some area be prepare and be patient ycnew
ID_1041614421867614209,"We are teaming up with the American Red Cross to help those affected by Hurricane Florence. Beginning at 5:30 AM, call 309-698-3742 to donate to our Emergency Relief Phone-A-Thon. It runs until 10:30 PM tonight. Any donation is greatly appreciated.",,we be team up with the american red cross to help that affect by hurricane florence beginning at 5:30 a.m. call 309-698-3742 to donate to our emergency relief phone -a thon it run until 10:30 p.m. tonight any donation be greatly appreciate
ID_1041584917346312192,A few places doing hurricane relief for folks in the Carolinas and Virginia. Please retweet and feel free to link any places yall know that need donations/volunteers! florence  rrr hurricanerelief,Carolinas=>STATE * Virginia=>STATE,a few place do hurricane relief for folk in the carolinas and virginia please retweet and feel free to link any place yall know that need donation / volunteer ! florence rrr hurricanerelief
ID_1041936766691930112,"Rising rivers spur more rescues,  death toll increases to 32: Daytona Beach News-Journal  | More w/ Eco-Search:",Daytona Beach=>CITY,rise river spur more rescue death toll increase to 32 daytona beach news journal | more with eco-search
ID_1041795283116589057,Time is running out!!! Come join CC Sabathia and friends for a night of laughs and fundraising for a great cause. **Cant make the event tomorrow?** Click the link in my bio to donate any,,time be run out !!! come join cc sabathia and friend for a night of laugh and fundraising for a great cause ** cant make the event tomorrow ?** click the link in my bio to donate any
ID_1042046841532178432,". is working with its state & local partners to increase capacity at a medical shelter in High Point, NC following . These responders from the  worked late into the night to get the shelter ready & begin receiving patients.",High Point=>CITY * NC=>STATE,be work with its state & local partner to increase capacity at a medical shelter in high point nc follow this responder from the work late into the night to get the shelter ready & begin receive patient
ID_1041628401730088960,Hurricane Florence: Pastor Matthew Drake rides jet ski to the rescue in flooded Jacksonville,Jacksonville=>CITY,hurricane florence pastor matthew drake ride jet ski to the rescue in flood jacksonville
ID_1041611083423932416,The National FOP Disaster Relief Fund is in need of donations to assist the members of the North Carolina and South Carolina State Lodges who have and will experience home damage and displacement due to Hurricane Florence. fopstrong,North Carolina=>STATE * South Carolina=>STATE,the national fop disaster relief fund be in need of donation to assist the member of the north carolina and south carolina state lodges who have and will experience home damage and displacement due to hurricane florence fopstrong
ID_1041996154236530689,Residents forced to evacuate after dam breaks in North Carolina in wake of Hurricane Florence  dam news,North Carolina=>STATE,resident force to evacuate after dam break in north carolina in wake of hurricane florence dam news
ID_1040657830133555201,Repost  with get_repost  **URGENT** FayPD has Imposed a CURFEW for the City of Fayetteville starting tonight(September 14) from sunset to sunrise. This curfew is in,Fayetteville=>CITY,repost with get_repost ** urgent ** faypd have impose a curfew for the city of fayetteville start tonight ( september 14 ) from sunset to sunrise this curfew be in
ID_1040546171742310400,"Hurricane Florence has most of the country spinning. But Midwest Foodbank is on a straight coarse to relief! John Whitaker joins us live in the WGNR studios, sharing how Central Indiana is bringing hope to chaos.",Indiana=>STATE,hurricane florence have most of the country spin but midwest foodbank be on a straight coarse to relief ! john whitaker join we live in the wgnr studio share how central indiana be bring hope to chaos
